"long","lat","group","order","state","county","pop","bin"
-101.551040649414,33.8331565856934,54,1071,"texas","crosby",6502,"< 1e4"
-101.029647827148,33.8388862609863,54,1072,"texas","crosby",6502,"< 1e4"
-104.112167358398,31.0944194793701,55,1073,"texas","culberson",2541,"< 1e4"
-104.920028686523,30.6475124359131,55,1074,"texas","culberson",2541,"< 1e4"
-104.920028686523,30.8308601379395,55,1075,"texas","culberson",2541,"< 1e4"
-104.908569335938,30.8308601379395,55,1076,"texas","culberson",2541,"< 1e4"
-104.908569335938,31.1689052581787,55,1077,"texas","culberson",2541,"< 1e4"
-104.908569335938,31.707483291626,55,1078,"texas","culberson",2541,"< 1e4"
-104.91429901123,31.9882354736328,55,1079,"texas","culberson",2541,"< 1e4"
-104.845550537109,31.9939613342285,55,1080,"texas","culberson",2541,"< 1e4"
-104.014755249023,31.9939613342285,55,1081,"texas","culberson",2541,"< 1e4"
-104.112167358398,31.0944194793701,55,1082,"texas","culberson",2541,"< 1e4"
-103.000625610352,36.4802207946777,56,1083,"texas","dallam",6024,"< 1e4"
-102.15837097168,36.4916839599609,56,1084,"texas","dallam",6024,"< 1e4"
-102.164108276367,36.0562324523926,56,1085,"texas","dallam",6024,"< 1e4"
-103.046455383301,36.0447769165039,56,1086,"texas","dallam",6024,"< 1e4"
-103.046455383301,36.4802207946777,56,1087,"texas","dallam",6024,"< 1e4"
-103.000625610352,36.4802207946777,56,1088,"texas","dallam",6024,"< 1e4"
-96.5204696655273,32.985179901123,57,1089,"texas","dallas",2337956,"< 1e7"
-96.5204696655273,32.8190231323242,57,1090,"texas","dallas",2337956,"< 1e7"
-96.5261993408203,32.549732208252,57,1091,"texas","dallas",2337956,"< 1e7"
-97.030403137207,32.538272857666,57,1092,"texas","dallas",2337956,"< 1e7"
-97.0361328125,32.990909576416,57,1093,"texas","dallas",2337956,"< 1e7"
-96.841323852539,32.990909576416,57,1094,"texas","dallas",2337956,"< 1e7"
-96.5204696655273,32.985179901123,57,1095,"texas","dallas",2337956,"< 1e7"
-102.066696166992,32.9622611999512,58,1096,"texas","dawson",13986,"< 1e5"
-101.700004577637,32.9565353393555,58,1097,"texas","dawson",13986,"< 1e5"
-101.700004577637,32.5210838317871,58,1098,"texas","dawson",13986,"< 1e5"
-102.209945678711,32.5210838317871,58,1099,"texas","dawson",13986,"< 1e5"
-102.209945678711,32.9565353393555,58,1100,"texas","dawson",13986,"< 1e5"
-102.066696166992,32.9622611999512,58,1101,"texas","dawson",13986,"< 1e5"
-102.164108276367,34.7498931884766,59,1102,"texas","deaf smith",18342,"< 1e5"
-102.519332885742,34.7441596984863,59,1103,"texas","deaf smith",18342,"< 1e5"
-103.046455383301,34.7327003479004,59,1104,"texas","deaf smith",18342,"< 1e5"
-103.046455383301,34.93896484375,59,1105,"texas","deaf smith",18342,"< 1e5"
-103.046455383301,35.1738777160645,59,1106,"texas","deaf smith",18342,"< 1e5"
-102.164108276367,35.1796112060547,59,1107,"texas","deaf smith",18342,"< 1e5"
-102.164108276367,34.7498931884766,59,1108,"texas","deaf smith",18342,"< 1e5"
-95.8558349609375,33.4836540222168,60,1109,"texas","delta",5503,"< 1e4"
-95.8157272338867,33.5123023986816,60,1110,"texas","delta",5503,"< 1e4"
-95.7527084350586,33.5294914245605,60,1111,"texas","delta",5503,"< 1e4"
-95.683952331543,33.5008430480957,60,1112,"texas","delta",5503,"< 1e4"
-95.6438446044922,33.5180282592773,60,1113,"texas","delta",5503,"< 1e4"
-95.5120697021484,33.4721946716309,60,1114,"texas","delta",5503,"< 1e4"
-95.414665222168,33.437816619873,60,1115,"texas","delta",5503,"< 1e4"
-95.3115234375,33.3862533569336,60,1116,"texas","delta",5503,"< 1e4"
-95.3745574951172,33.3862533569336,60,1117,"texas","delta",5503,"< 1e4"
-95.4547729492188,33.3919792175293,60,1118,"texas","delta",5503,"< 1e4"
-95.6094665527344,33.3747901916504,60,1119,"texas","delta",5503,"< 1e4"
-95.6782150268555,33.3404159545898,60,1120,"texas","delta",5503,"< 1e4"
-95.7527084350586,33.3232269287109,60,1121,"texas","delta",5503,"< 1e4"
-95.8099975585938,33.2716598510742,60,1122,"texas","delta",5503,"< 1e4"
-95.8558349609375,33.2430114746094,60,1123,"texas","delta",5503,"< 1e4"
-95.8558349609375,33.4206275939941,60,1124,"texas","delta",5503,"< 1e4"
-95.8558349609375,33.4836540222168,60,1125,"texas","delta",5503,"< 1e4"
-97.0361328125,32.990909576416,61,1126,"texas","denton",586582,"< 1e6"
-97.3970947265625,32.990909576416,61,1127,"texas","denton",586582,"< 1e6"
-97.3913650512695,33.4206275939941,61,1128,"texas","denton",586582,"< 1e6"
-96.9387283325195,33.4148979187012,61,1129,"texas","denton",586582,"< 1e6"
-96.835594177246,33.4034385681152,61,1130,"texas","denton",586582,"< 1e6"
-96.841323852539,32.990909576416,61,1131,"texas","denton",586582,"< 1e6"
-97.0361328125,32.990909576416,61,1132,"texas","denton",586582,"< 1e6"
-96.9845657348633,29.0833377838135,62,1133,"texas","de witt",19905,"< 1e5"
-97.311149597168,28.854154586792,62,1134,"texas","de witt",19905,"< 1e5"
-97.3512573242188,28.8885307312012,62,1135,"texas","de witt",19905,"< 1e5"
-97.4372024536133,28.9171810150146,62,1136,"texas","de witt",19905,"< 1e5"
-97.5689849853516,28.8083171844482,62,1137,"texas","de witt",19905,"< 1e5"
-97.752326965332,29.0145816802979,62,1138,"texas","de witt",19905,"< 1e5"
-97.6320114135742,29.1005268096924,62,1139,"texas","de witt",19905,"< 1e5"
-97.2481231689453,29.3755474090576,62,1140,"texas","de witt",19905,"< 1e5"
-96.9845657348633,29.0833377838135,62,1141,"texas","de witt",19905,"< 1e5"
-100.508255004883,33.8388862609863,63,1142,"texas","dickens",2506,"< 1e4"
-100.508255004883,33.3805198669434,63,1143,"texas","dickens",2506,"< 1e4"
-101.018188476562,33.3862533569336,63,1144,"texas","dickens",2506,"< 1e4"
-101.029647827148,33.8388862609863,63,1145,"texas","dickens",2506,"< 1e4"
-100.508255004883,33.8388862609863,63,1146,"texas","dickens",2506,"< 1e4"
-100.118644714355,28.6364307403564,64,1147,"texas","dimmit",9943,"< 1e4"
-99.4081802368164,28.6421604156494,64,1148,"texas","dimmit",9943,"< 1e4"
-99.4081802368164,28.2009811401367,64,1149,"texas","dimmit",9943,"< 1e4"
-100.112915039062,28.2009811401367,64,1150,"texas","dimmit",9943,"< 1e4"
-100.118644714355,28.6364307403564,64,1151,"texas","dimmit",9943,"< 1e4"
-100.542633056641,34.7498931884766,65,1152,"texas","donley",3855,"< 1e4"
-100.943710327148,34.7498931884766,65,1153,"texas","donley",3855,"< 1e4"
-101.086944580078,34.7498931884766,65,1154,"texas","donley",3855,"< 1e4"
-101.081214904785,35.1796112060547,65,1155,"texas","donley",3855,"< 1e4"
-100.536903381348,35.1796112060547,65,1156,"texas","donley",3855,"< 1e4"
-100.542633056641,34.7498931884766,65,1157,"texas","donley",3855,"< 1e4"
-98.8123016357422,28.0462837219238,66,1158,"texas","duval",12348,"< 1e5"
-98.3310165405273,28.0520133972168,66,1159,"texas","duval",12348,"< 1e5"
-98.2336120605469,28.0462837219238,66,1160,"texas","duval",12348,"< 1e5"
-98.2393417358398,27.2727909088135,66,1161,"texas","duval",12348,"< 1e5"
-98.5430145263672,27.2670612335205,66,1162,"texas","duval",12348,"< 1e5"
-98.5372848510742,27.353006362915,66,1163,"texas","duval",12348,"< 1e5"
-98.5601959228516,27.353006362915,66,1164,"texas","duval",12348,"< 1e5"
-98.5659255981445,27.3759250640869,66,1165,"texas","duval",12348,"< 1e5"
-98.6060333251953,27.3759250640869,66,1166,"texas","duval",12348,"< 1e5"
-98.6060333251953,27.3587341308594,66,1167,"texas","duval",12348,"< 1e5"
-98.6404190063477,27.3587341308594,66,1168,"texas","duval",12348,"< 1e5"
-98.6404190063477,27.3701934814453,66,1169,"texas","duval",12348,"< 1e5"
-98.7550048828125,27.3701934814453,66,1170,"texas","duval",12348,"< 1e5"
-98.7550048828125,27.364465713501,66,1171,"texas","duval",12348,"< 1e5"
-98.8123016357422,27.353006362915,66,1172,"texas","duval",12348,"< 1e5"
-98.8123016357422,28.0462837219238,66,1173,"texas","duval",12348,"< 1e5"
-99.115966796875,32.5210838317871,67,1174,"texas","eastland",18270,"< 1e5"
-99.0930557250977,32.5210838317871,67,1175,"texas","eastland",18270,"< 1e5"
-98.5773849487305,32.5210838317871,67,1176,"texas","eastland",18270,"< 1e5"
-98.4627990722656,32.5153541564941,67,1177,"texas","eastland",18270,"< 1e5"
-98.4627990722656,32.3090896606445,67,1178,"texas","eastland",18270,"< 1e5"
-98.5372848510742,32.2632522583008,67,1179,"texas","eastland",18270,"< 1e5"
-98.9154357910156,32.0741806030273,67,1180,"texas","eastland",18270,"< 1e5"
-99.115966796875,32.0741806030273,67,1181,"texas","eastland",18270,"< 1e5"
-99.115966796875,32.5210838317871,67,1182,"texas","eastland",18270,"< 1e5"
-102.278694152832,32.085636138916,68,1183,"texas","ector",126649,"< 1e6"
-102.290153503418,31.6501884460449,68,1184,"texas","ector",126649,"< 1e6"
-102.307342529297,31.6501884460449,68,1185,"texas","ector",126649,"< 1e6"
-102.782897949219,31.6444568634033,68,1186,"texas","ector",126649,"< 1e6"
-102.817276000977,31.6501884460449,68,1187,"texas","ector",126649,"< 1e6"
-102.811546325684,32.0741806030273,68,1188,"texas","ector",126649,"< 1e6"
-102.278694152832,32.085636138916,68,1189,"texas","ector",126649,"< 1e6"
-100.118644714355,29.6161880493164,69,1190,"texas","edwards",1885,"< 1e4"
-100.703056335449,29.6161880493164,69,1191,"texas","edwards",1885,"< 1e4"
-100.697334289551,30.2521705627441,69,1192,"texas","edwards",1885,"< 1e4"
-100.112915039062,30.2579021453857,69,1193,"texas","edwards",1885,"< 1e4"
-99.7806015014648,30.2579021453857,69,1194,"texas","edwards",1885,"< 1e4"
-99.7806015014648,30.0573673248291,69,1195,"texas","edwards",1885,"< 1e4"
-99.9181060791016,30.0630950927734,69,1196,"texas","edwards",1885,"< 1e4"
-99.9754028320312,30.074556350708,69,1197,"texas","edwards",1885,"< 1e4"
-99.9754028320312,30.0172576904297,69,1198,"texas","edwards",1885,"< 1e4"
-99.9983291625977,30.0115299224854,69,1199,"texas","edwards",1885,"< 1e4"
-100.004051208496,29.9026679992676,69,1200,"texas","edwards",1885,"< 1e4"
-100.038436889648,29.833911895752,69,1201,"texas","edwards",1885,"< 1e4"
-100.021240234375,29.8109931945801,69,1202,"texas","edwards",1885,"< 1e4"
-100.044158935547,29.765157699585,69,1203,"texas","edwards",1885,"< 1e4"
-100.026969909668,29.7307777404785,69,1204,"texas","edwards",1885,"< 1e4"
-100.061347961426,29.7078590393066,69,1205,"texas","edwards",1885,"< 1e4"
-100.038436889648,29.6906719207764,69,1206,"texas","edwards",1885,"< 1e4"
-100.038436889648,29.6620254516602,69,1207,"texas","edwards",1885,"< 1e4"
-100.009780883789,29.6161880493164,69,1208,"texas","edwards",1885,"< 1e4"
-100.118644714355,29.6161880493164,69,1209,"texas","edwards",1885,"< 1e4"
-96.4402542114258,32.3663864135742,70,1210,"texas","ellis",137892,"< 1e6"
-96.4345245361328,32.3549270629883,70,1211,"texas","ellis",137892,"< 1e6"
-96.4287948608398,32.3434677124023,70,1212,"texas","ellis",137892,"< 1e6"
-96.388687133789,32.3320083618164,70,1213,"texas","ellis",137892,"< 1e6"
-96.8986206054688,32.0741806030273,70,1214,"texas","ellis",137892,"< 1e6"
-96.9559173583984,32.0627174377441,70,1215,"texas","ellis",137892,"< 1e6"
-97.0934295654297,32.2747116088867,70,1216,"texas","ellis",137892,"< 1e6"
-97.0934295654297,32.538272857666,70,1217,"texas","ellis",137892,"< 1e6"
-97.030403137207,32.538272857666,70,1218,"texas","ellis",137892,"< 1e6"
-96.5261993408203,32.549732208252,70,1219,"texas","ellis",137892,"< 1e6"
-96.5147399902344,32.538272857666,70,1220,"texas","ellis",137892,"< 1e6"
-96.5204696655273,32.4981651306152,70,1221,"texas","ellis",137892,"< 1e6"
-96.4860916137695,32.4408721923828,70,1222,"texas","ellis",137892,"< 1e6"
-96.4402542114258,32.4236831665039,70,1223,"texas","ellis",137892,"< 1e6"
-96.4345245361328,32.4064903259277,70,1224,"texas","ellis",137892,"< 1e6"
-96.4402542114258,32.3663864135742,70,1225,"texas","ellis",137892,"< 1e6"
-105.997192382812,31.9939613342285,71,1226,"texas","el paso",725559,"< 1e6"
-105.99146270752,31.8736419677734,71,1227,"texas","el paso",725559,"< 1e6"
-105.985733032227,31.4840297698975,71,1228,"texas","el paso",725559,"< 1e6"
-105.962814331055,31.4783000946045,71,1229,"texas","el paso",725559,"< 1e6"
-105.957084655762,31.4152774810791,71,1230,"texas","el paso",725559,"< 1e6"
-105.997192382812,31.3808975219727,71,1231,"texas","el paso",725559,"< 1e6"
-106.025840759277,31.3808975219727,71,1232,"texas","el paso",725559,"< 1e6"
-106.083137512207,31.3808975219727,71,1233,"texas","el paso",725559,"< 1e6"
-106.117515563965,31.4095478057861,71,1234,"texas","el paso",725559,"< 1e6"
-106.163352966309,31.4381923675537,71,1235,"texas","el paso",725559,"< 1e6"
-106.214920043945,31.4611110687256,71,1236,"texas","el paso",725559,"< 1e6"
-106.237831115723,31.5126800537109,71,1237,"texas","el paso",725559,"< 1e6"
-106.283668518066,31.5585174560547,71,1238,"texas","el paso",725559,"< 1e6"
-106.312316894531,31.6100807189941,71,1239,"texas","el paso",725559,"< 1e6"
-106.340965270996,31.6731071472168,71,1240,"texas","el paso",725559,"< 1e6"
-106.392532348633,31.7475910186768,71,1241,"texas","el paso",725559,"< 1e6"
-106.472747802734,31.7418632507324,71,1242,"texas","el paso",725559,"< 1e6"
-106.512855529785,31.7533206939697,71,1243,"texas","el paso",725559,"< 1e6"
-106.547225952148,31.7819690704346,71,1244,"texas","el paso",725559,"< 1e6"
-106.598793029785,31.8220767974854,71,1245,"texas","el paso",725559,"< 1e6"
-106.638900756836,31.8679141998291,71,1246,"texas","el paso",725559,"< 1e6"
-106.644630432129,31.9022903442383,71,1247,"texas","el paso",725559,"< 1e6"
-106.638900756836,31.948127746582,71,1248,"texas","el paso",725559,"< 1e6"
-106.650367736816,31.9825038909912,71,1249,"texas","el paso",725559,"< 1e6"
-106.62744140625,31.9939613342285,71,1250,"texas","el paso",725559,"< 1e6"
-106.461288452148,31.9939613342285,71,1251,"texas","el paso",725559,"< 1e6"
-106.38680267334,31.9882354736328,71,1252,"texas","el paso",725559,"< 1e6"
-105.997192382812,31.9939613342285,71,1253,"texas","el paso",725559,"< 1e6"
-98.5372848510742,32.2632522583008,72,1254,"texas","erath",35357,"< 1e5"
-98.4627990722656,32.3090896606445,72,1255,"texas","erath",35357,"< 1e5"
-98.4627990722656,32.5153541564941,72,1256,"texas","erath",35357,"< 1e5"
-98.0617294311523,32.5153541564941,72,1257,"texas","erath",35357,"< 1e5"
-97.935676574707,32.2460632324219,72,1258,"texas","erath",35357,"< 1e5"
-97.8611907958984,32.091365814209,72,1259,"texas","erath",35357,"< 1e5"
-98.0101623535156,32.0168800354004,72,1260,"texas","erath",35357,"< 1e5"
-98.193504333496,31.9194793701172,72,1261,"texas","erath",35357,"< 1e5"
-98.2450714111328,31.9882354736328,72,1262,"texas","erath",35357,"< 1e5"
-98.3195571899414,31.9538555145264,72,1263,"texas","erath",35357,"< 1e5"
-98.4341506958008,32.1200141906738,72,1264,"texas","erath",35357,"< 1e5"
-98.5372848510742,32.2632522583008,72,1265,"texas","erath",35357,"< 1e5"
-96.8012161254883,31.5298671722412,73,1266,"texas","falls",17389,"< 1e5"
-96.589225769043,31.2262001037598,73,1267,"texas","falls",17389,"< 1e5"
-96.8298721313477,31.0944194793701,73,1268,"texas","falls",17389,"< 1e5"
-97.0762405395508,30.979829788208,73,1269,"texas","falls",17389,"< 1e5"
-97.2767791748047,31.2834949493408,73,1270,"texas","falls",17389,"< 1e5"
-96.8012161254883,31.5298671722412,73,1271,"texas","falls",17389,"< 1e5"
-95.8558349609375,33.4206275939941,74,1272,"texas","fannin",32870,"< 1e5"
-96.2970123291016,33.3576011657715,74,1273,"texas","fannin",32870,"< 1e5"
-96.388687133789,33.3461456298828,74,1274,"texas","fannin",32870,"< 1e5"
-96.388687133789,33.4034385681152,74,1275,"texas","fannin",32870,"< 1e5"
-96.388687133789,33.7242965698242,74,1276,"texas","fannin",32870,"< 1e5"
-96.3657760620117,33.6956481933594,74,1277,"texas","fannin",32870,"< 1e5"
-96.3371200561523,33.6956481933594,74,1278,"texas","fannin",32870,"< 1e5"
-96.3142013549805,33.7414855957031,74,1279,"texas","fannin",32870,"< 1e5"
-96.2912902832031,33.7472152709961,74,1280,"texas","fannin",32870,"< 1e5"
-96.2626342773438,33.7529449462891,74,1281,"texas","fannin",32870,"< 1e5"
-96.2339935302734,33.7529449462891,74,1282,"texas","fannin",32870,"< 1e5"
-96.2110748291016,33.7529449462891,74,1283,"texas","fannin",32870,"< 1e5"
-96.1881561279297,33.770133972168,74,1284,"texas","fannin",32870,"< 1e5"
-96.1537780761719,33.8217010498047,74,1285,"texas","fannin",32870,"< 1e5"
-96.113670349121,33.8331565856934,74,1286,"texas","fannin",32870,"< 1e5"
-96.0678329467773,33.8560752868652,74,1287,"texas","fannin",32870,"< 1e5"
-95.9990768432617,33.8503456115723,74,1288,"texas","fannin",32870,"< 1e5"
-95.9818878173828,33.8388862609863,74,1289,"texas","fannin",32870,"< 1e5"
-95.9647064208984,33.8675346374512,74,1290,"texas","fannin",32870,"< 1e5"
-95.9188690185547,33.8675346374512,74,1291,"texas","fannin",32870,"< 1e5"
-95.8615646362305,33.8675346374512,74,1292,"texas","fannin",32870,"< 1e5"
-95.8558349609375,33.4836540222168,74,1293,"texas","fannin",32870,"< 1e5"
-95.8558349609375,33.4206275939941,74,1294,"texas","fannin",32870,"< 1e5"
-96.5605773925781,29.9485054016113,75,1295,"texas","fayette",22383,"< 1e5"
-96.8699798583984,29.6333770751953,75,1296,"texas","fayette",22383,"< 1e5"
-97.1507263183594,29.6333770751953,75,1297,"texas","fayette",22383,"< 1e5"
-97.1392669677734,29.6505641937256,75,1298,"texas","fayette",22383,"< 1e5"
-97.2653121948242,29.7536964416504,75,1299,"texas","fayette",22383,"< 1e5"
-97.3168869018555,29.7880764007568,75,1300,"texas","fayette",22383,"< 1e5"
-97.030403137207,30.0630950927734,75,1301,"texas","fayette",22383,"< 1e5"
-97.024673461914,30.0401763916016,75,1302,"texas","fayette",22383,"< 1e5"
-96.9100875854492,30.0974750518799,75,1303,"texas","fayette",22383,"< 1e5"
-96.8184127807617,30.137580871582,75,1304,"texas","fayette",22383,"< 1e5"
-96.772575378418,30.1719570159912,75,1305,"texas","fayette",22383,"< 1e5"
-96.7496490478516,30.1604995727539,75,1306,"texas","fayette",22383,"< 1e5"
-96.6637115478516,30.1604995727539,75,1307,"texas","fayette",22383,"< 1e5"
-96.6350631713867,30.1146621704102,75,1308,"texas","fayette",22383,"< 1e5"
-96.6293258666992,30.0802822113037,75,1309,"texas","fayette",22383,"< 1e5"
-96.6121444702148,30.0516376495361,75,1310,"texas","fayette",22383,"< 1e5"
-96.5605773925781,29.9485054016113,75,1311,"texas","fayette",22383,"< 1e5"
-100.651496887207,32.9565353393555,76,1312,"texas","fisher",3991,"< 1e4"
-100.50252532959,32.9622611999512,76,1313,"texas","fisher",3991,"< 1e4"
-100.153022766113,32.9565353393555,76,1314,"texas","fisher",3991,"< 1e4"
-100.141563415527,32.5210838317871,76,1315,"texas","fisher",3991,"< 1e4"
-100.6572265625,32.5210838317871,76,1316,"texas","fisher",3991,"< 1e4"
-100.651496887207,32.9565353393555,76,1317,"texas","fisher",3991,"< 1e4"
-101.556770324707,34.3087120056152,77,1318,"texas","floyd",6851,"< 1e4"
-101.493743896484,34.3087120056152,77,1319,"texas","floyd",6851,"< 1e4"
-101.035377502441,34.3087120056152,77,1320,"texas","floyd",6851,"< 1e4"
-101.029647827148,33.8388862609863,77,1321,"texas","floyd",6851,"< 1e4"
-101.551040649414,33.8331565856934,77,1322,"texas","floyd",6851,"< 1e4"
-101.556770324707,34.3087120056152,77,1323,"texas","floyd",6851,"< 1e4"
-99.9868698120117,33.8331565856934,78,1324,"texas","foard",1461,"< 1e4"
-100.038436889648,33.8388862609863,78,1325,"texas","foard",1461,"< 1e4"
-100.038436889648,33.9133720397949,78,1326,"texas","foard",1461,"< 1e4"
-100.038436889648,34.2227668762207,78,1327,"texas","foard",1461,"< 1e4"
-100.038436889648,34.2399559020996,78,1328,"texas","foard",1461,"< 1e4"
-100.015510559082,34.2456855773926,78,1329,"texas","foard",1461,"< 1e4"
-99.9925994873047,34.2399559020996,78,1330,"texas","foard",1461,"< 1e4"
-99.9352951049805,34.211311340332,78,1331,"texas","foard",1461,"< 1e4"
-99.769142150879,34.1139068603516,78,1332,"texas","foard",1461,"< 1e4"
-99.7233047485352,34.1253662109375,78,1333,"texas","foard",1461,"< 1e4"
-99.6488189697266,34.1081771850586,78,1334,"texas","foard",1461,"< 1e4"
-99.5915222167969,34.1081771850586,78,1335,"texas","foard",1461,"< 1e4"
-99.557144165039,34.0795288085938,78,1336,"texas","foard",1461,"< 1e4"
-99.5113067626953,34.0852584838867,78,1337,"texas","foard",1461,"< 1e4"
-99.4711990356445,34.090991973877,78,1338,"texas","foard",1461,"< 1e4"
-99.4769287109375,33.8274269104004,78,1339,"texas","foard",1461,"< 1e4"
-99.4769287109375,33.7529449462891,78,1340,"texas","foard",1461,"< 1e4"
-99.499855041504,33.7529449462891,78,1341,"texas","foard",1461,"< 1e4"
-99.5284957885742,33.7758636474609,78,1342,"texas","foard",1461,"< 1e4"
-99.557144165039,33.7987823486328,78,1343,"texas","foard",1461,"< 1e4"
-99.5858001708984,33.7873191833496,78,1344,"texas","foard",1461,"< 1e4"
-99.6087112426758,33.8102378845215,78,1345,"texas","foard",1461,"< 1e4"
-99.6774673461914,33.8217010498047,78,1346,"texas","foard",1461,"< 1e4"
-99.7175750732422,33.8045082092285,78,1347,"texas","foard",1461,"< 1e4"
-99.8264389038086,33.8388862609863,78,1348,"texas","foard",1461,"< 1e4"
-99.9868698120117,33.8331565856934,78,1349,"texas","foard",1461,"< 1e4"
-95.8329238891602,29.7938041687012,79,1350,"texas","fort bend",485482,"< 1e6"
-95.4318466186523,29.5932693481445,79,1351,"texas","fort bend",485482,"< 1e6"
-95.4662322998047,29.4557609558105,79,1352,"texas","fort bend",485482,"< 1e6"
-95.5521774291992,29.4500312805176,79,1353,"texas","fort bend",485482,"< 1e6"
-95.5521774291992,29.4099235534668,79,1354,"texas","fort bend",485482,"< 1e6"
-95.5808181762695,29.3927364349365,79,1355,"texas","fort bend",485482,"< 1e6"
-95.5980072021484,29.3468990325928,79,1356,"texas","fort bend",485482,"< 1e6"
-95.6438446044922,29.312520980835,79,1357,"texas","fort bend",485482,"< 1e6"
-95.7527084350586,29.3468990325928,79,1358,"texas","fort bend",485482,"< 1e6"
-95.7813568115234,29.3354396820068,79,1359,"texas","fort bend",485482,"< 1e6"
-95.7985458374023,29.312520980835,79,1360,"texas","fort bend",485482,"< 1e6"
-95.8157272338867,29.3182487487793,79,1361,"texas","fort bend",485482,"< 1e6"
-95.8558349609375,29.2609539031982,79,1362,"texas","fort bend",485482,"< 1e6"
-95.9074020385742,29.2896022796631,79,1363,"texas","fort bend",485482,"< 1e6"
-95.9761581420898,29.364086151123,79,1364,"texas","fort bend",485482,"< 1e6"
-96.0506439208984,29.4672183990479,79,1365,"texas","fort bend",485482,"< 1e6"
-96.0907516479492,29.4901371002197,79,1366,"texas","fort bend",485482,"< 1e6"
-96.0850219726562,29.5073261260986,79,1367,"texas","fort bend",485482,"< 1e6"
-96.0506439208984,29.5073261260986,79,1368,"texas","fort bend",485482,"< 1e6"
-96.0449142456055,29.5245132446289,79,1369,"texas","fort bend",485482,"< 1e6"
-96.0850219726562,29.5359745025635,79,1370,"texas","fort bend",485482,"< 1e6"
-96.0735626220703,29.5531635284424,79,1371,"texas","fort bend",485482,"< 1e6"
-96.0964813232422,29.5932693481445,79,1372,"texas","fort bend",485482,"< 1e6"
-96.0678329467773,29.6047306060791,79,1373,"texas","fort bend",485482,"< 1e6"
-96.0334548950195,29.6161880493164,79,1374,"texas","fort bend",485482,"< 1e6"
-96.0277252197266,29.6505641937256,79,1375,"texas","fort bend",485482,"< 1e6"
-96.0563735961914,29.684944152832,79,1376,"texas","fort bend",485482,"< 1e6"
-96.0162658691406,29.6964015960693,79,1377,"texas","fort bend",485482,"< 1e6"
-96.0334548950195,29.7307777404785,79,1378,"texas","fort bend",485482,"< 1e6"
-95.9761581420898,29.7365093231201,79,1379,"texas","fort bend",485482,"< 1e6"
-95.8902130126953,29.765157699585,79,1380,"texas","fort bend",485482,"< 1e6"
-95.8329238891602,29.7938041687012,79,1381,"texas","fort bend",485482,"< 1e6"
-95.1511001586914,32.990909576416,80,1382,"texas","franklin",10981,"< 1e5"
-95.3115234375,32.985179901123,80,1383,"texas","franklin",10981,"< 1e5"
-95.3115234375,33.3862533569336,80,1384,"texas","franklin",10981,"< 1e5"
-95.2656936645508,33.3919792175293,80,1385,"texas","franklin",10981,"< 1e5"
-95.2485046386719,33.4034385681152,80,1386,"texas","franklin",10981,"< 1e5"
-95.1682891845703,33.4034385681152,80,1387,"texas","franklin",10981,"< 1e5"
-95.1339111328125,33.4034385681152,80,1388,"texas","franklin",10981,"< 1e5"
-95.1339111328125,33.0539360046387,80,1389,"texas","franklin",10981,"< 1e5"
-95.1568298339844,33.0367469787598,80,1390,"texas","franklin",10981,"< 1e5"
-95.1511001586914,32.990909576416,80,1391,"texas","franklin",10981,"< 1e5"
-96.0621032714844,32.0168800354004,81,1392,"texas","freestone",18783,"< 1e5"
-96.0678329467773,31.9939613342285,81,1393,"texas","freestone",18783,"< 1e5"
-96.0735626220703,31.9595851898193,81,1394,"texas","freestone",18783,"< 1e5"
-96.0219955444336,31.948127746582,81,1395,"texas","freestone",18783,"< 1e5"
-96.0105361938477,31.9366664886475,81,1396,"texas","freestone",18783,"< 1e5"
-96.0334548950195,31.9022903442383,81,1397,"texas","freestone",18783,"< 1e5"
-96.0219955444336,31.885103225708,81,1398,"texas","freestone",18783,"< 1e5"
-95.9818878173828,31.885103225708,81,1399,"texas","freestone",18783,"< 1e5"
-95.9990768432617,31.8621845245361,81,1400,"texas","freestone",18783,"< 1e5"
-95.9818878173828,31.8392658233643,81,1401,"texas","freestone",18783,"< 1e5"
-95.9876174926758,31.8048877716064,81,1402,"texas","freestone",18783,"< 1e5"
-95.947509765625,31.7819690704346,81,1403,"texas","freestone",18783,"< 1e5"
-95.9188690185547,31.7819690704346,81,1404,"texas","freestone",18783,"< 1e5"
-95.878761291504,31.7533206939697,81,1405,"texas","freestone",18783,"< 1e5"
-95.878761291504,31.7132129669189,81,1406,"texas","freestone",18783,"< 1e5"
-95.8214645385742,31.707483291626,81,1407,"texas","freestone",18783,"< 1e5"
-95.7928161621094,31.7132129669189,81,1408,"texas","freestone",18783,"< 1e5"
-95.8099975585938,31.6731071472168,81,1409,"texas","freestone",18783,"< 1e5"
-95.7985458374023,31.6387310028076,81,1410,"texas","freestone",18783,"< 1e5"
-96.2397232055664,31.432466506958,81,1411,"texas","freestone",18783,"< 1e5"
-96.4975509643555,31.7991580963135,81,1412,"texas","freestone",18783,"< 1e5"
-96.0621032714844,32.0168800354004,81,1413,"texas","freestone",18783,"< 1e5"
-99.4081802368164,28.6421604156494,82,1414,"texas","frio",16156,"< 1e5"
-99.4081802368164,29.0833377838135,82,1415,"texas","frio",16156,"< 1e5"
-98.8180313110352,29.0890693664551,82,1416,"texas","frio",16156,"< 1e5"
